Date,Close
7/24/2019 16:00:00,43.71
7/25/2019 16:00:00,43.91
7/26/2019 16:00:00,44.06
7/29/2019 16:00:00,43.7
7/30/2019 16:00:00,43.2
7/31/2019 16:00:00,42.63
8/1/2019 16:00:00,42.4
8/2/2019 16:00:00,38.76
8/5/2019 16:00:00,37.53
8/6/2019 16:00:00,37.84
8/7/2019 16:00:00,37.97
8/8/2019 16:00:00,38.55
8/9/2019 16:00:00,38.43
8/12/2019 16:00:00,38.34
8/13/2019 16:00:00,38.36
8/14/2019 16:00:00,37.55
8/15/2019 16:00:00,37.89
8/16/2019 16:00:00,38.46
8/19/2019 16:00:00,38.69
8/20/2019 16:00:00,38.59
8/21/2019 16:00:00,38.95
8/22/2019 16:00:00,39.08
8/23/2019 16:00:00,38.57
8/26/2019 16:00:00,38.49
8/27/2019 16:00:00,38.61
8/28/2019 16:00:00,38.51
8/29/2019 16:00:00,38.85
8/30/2019 16:00:00,39.09
9/3/2019 16:00:00,39.54
9/4/2019 16:00:00,40.33
9/5/2019 16:00:00,41.53
9/6/2019 16:00:00,41.51
9/9/2019 16:00:00,41.37
9/10/2019 16:00:00,40.96
9/11/2019 16:00:00,41.18
9/12/2019 16:00:00,41.25
9/13/2019 16:00:00,40.93
9/16/2019 16:00:00,40.88
9/17/2019 16:00:00,40.99
9/18/2019 16:00:00,40.86
9/19/2019 16:00:00,41.19
9/20/2019 16:00:00,41.39
9/23/2019 16:00:00,41.05
9/24/2019 16:00:00,40.63
9/25/2019 16:00:00,40.93
9/26/2019 16:00:00,40.88
9/27/2019 16:00:00,40.54
9/30/2019 16:00:00,40.81
10/1/2019 16:00:00,40.38
10/2/2019 16:00:00,39.61
10/3/2019 16:00:00,40
10/4/2019 16:00:00,40.44
10/7/2019 16:00:00,40.24
10/8/2019 16:00:00,39.88
10/9/2019 16:00:00,40.49
10/10/2019 16:00:00,40.29
10/11/2019 16:00:00,40.77
10/14/2019 16:00:00,40.64
10/15/2019 16:00:00,40.71
10/16/2019 16:00:00,40.79
10/17/2019 16:00:00,40.85
10/18/2019 16:00:00,39.34
10/21/2019 16:00:00,39.92
10/22/2019 16:00:00,39.28
10/23/2019 16:00:00,39.5
10/24/2019 16:00:00,39.88
10/25/2019 16:00:00,40.03
10/28/2019 16:00:00,40.33
10/29/2019 16:00:00,40.2
10/30/2019 16:00:00,40.36
10/31/2019 16:00:00,40.26
11/1/2019 16:00:00,41.13
11/4/2019 16:00:00,41.19
11/5/2019 16:00:00,40.98
11/6/2019 16:00:00,40.95
11/7/2019 16:00:00,41.17
11/8/2019 16:00:00,41.56
11/11/2019 16:00:00,42.54
11/12/2019 16:00:00,42.65
11/13/2019 16:00:00,43.53
11/14/2019 16:00:00,43.39
11/15/2019 16:00:00,43.46
11/18/2019 16:00:00,43.51
11/19/2019 16:00:00,43.56
11/20/2019 16:00:00,43.21
11/21/2019 16:00:00,43.15
11/22/2019 16:00:00,43.03
11/25/2019 16:00:00,43.8
11/26/2019 16:00:00,44.4
11/27/2019 16:00:00,43.91
11/29/2019 13:00:00,43.58
12/2/2019 16:00:00,43.24
12/3/2019 16:00:00,42.8
12/4/2019 16:00:00,42.75
12/5/2019 16:00:00,42.78
12/6/2019 16:00:00,42.66
12/9/2019 16:00:00,42.46
12/10/2019 16:00:00,42.5
12/11/2019 16:00:00,42.84
12/12/2019 16:00:00,43.05
12/13/2019 16:00:00,43.11
12/16/2019 16:00:00,43.8
12/17/2019 16:00:00,43.69
12/18/2019 16:00:00,43.85
12/19/2019 16:00:00,43.64
12/20/2019 16:00:00,44.59
12/23/2019 16:00:00,44.04
12/24/2019 13:00:00,43.69
12/26/2019 16:00:00,44.06
12/27/2019 16:00:00,44.06
12/30/2019 16:00:00,43.82
